point_id,x,y,z,scan_kind,tilt_cmd_deg,tilt_cmd_az,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,orientation_id,nt_incl,nt_az,repeat_id,date,time,v_mean,v_median,v_std,n_samples,fs
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,1,0,0,1,2026-07-17,13:16:27,0.049602235,0.049474901,0.0024604354,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,2,34,182,1,2026-07-17,13:16:33,0.049584467,0.049474901,0.0022886785,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,3,37,267,1,2026-07-17,13:16:41,0.049602893,0.049474901,0.0025104552,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,4,37,355,1,2026-07-17,13:16:48,0.049563409,0.049474901,0.002167688,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,5,42,78,1,2026-07-17,13:16:55,0.049524255,0.049474901,0.0024142461,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,6,53,97,1,2026-07-17,13:17:00,0.049704891,0.049474901,0.0020270942,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,7,57,179,1,2026-07-17,13:17:07,0.049602893,0.049474901,0.0022519622,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,8,58,360,1,2026-07-17,13:17:18,0.049521952,0.049474901,0.0022697658,1000,1000
20260717_131601_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,9,58,272,1,2026-07-17,13:17:26,0.049654221,0.049474901,0.0022936416,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,1,0,0,1,2026-07-17,13:17:58,0.049400541,0.049474901,0.0019658267,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,2,34,182,1,2026-07-17,13:18:04,0.049446276,0.049474901,0.002267016,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,3,37,267,1,2026-07-17,13:18:11,0.049366651,0.049474901,0.0019434796,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,4,37,355,1,2026-07-17,13:18:18,0.049308742,0.049474901,0.0020474556,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,5,42,78,1,2026-07-17,13:18:25,0.049295252,0.049474901,0.002230499,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,6,53,97,1,2026-07-17,13:18:30,0.049395935,0.049474901,0.0019528702,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,7,57,179,1,2026-07-17,13:18:38,0.049458779,0.049474901,0.0021778615,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,8,58,360,1,2026-07-17,13:18:48,0.049337697,0.049474901,0.0023764158,1000,1000
20260717_131601_1,0.25,-0.5,1.2,tilt,4.1010801,264.82353,-0.009364689,-0.76023872,0.51709474,0.022912131,-0.027483026,-0.70657249,0.70673548,4.10108,264.824,9,58,272,1,2026-07-17,13:18:56,0.04942456,0.049474901,0.0022833569,1000,1000
20260717_131601_2,0.25,-0.4,1.2,vertical,0,0,0.088,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,1,0,0,1,2026-07-17,13:19:14,0.049829592,0.049803928,0.0022724227,1000,1000
20260717_131601_2,0.25,-0.4,1.2,vertical,0,0,0.088,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,2,34,182,1,2026-07-17,13:19:20,0.049992461,0.049803928,0.0019832723,1000,1000
20260717_131601_2,0.25,-0.4,1.2,vertical,0,0,0.088,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,3,37,267,1,2026-07-17,13:19:27,0.049765761,0.049803928,0.0021369222,1000,1000
