point_id,x,y,z,scan_kind,tilt_cmd_deg,tilt_cmd_az,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,orientation_id,nt_incl,nt_az,repeat_id,date,time,v_mean,v_median,v_std,n_samples,fs
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,1,0,0,1,2026-07-17,14:29:41,0.073654117,0.073822908,0.0022105866,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,2,34,182,1,2026-07-17,14:29:48,0.073395502,0.073493881,0.0019418855,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,3,37,267,1,2026-07-17,14:29:55,0.073396489,0.073493881,0.0022338126,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,4,37,355,1,2026-07-17,14:30:02,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,5,42,78,1,2026-07-17,14:30:09,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,6,53,97,1,2026-07-17,14:30:14,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,7,57,179,1,2026-07-17,14:30:22,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,8,58,360,1,2026-07-17,14:30:32,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,9,58,272,1,2026-07-17,14:30:40,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,1,0,0,1,2026-07-17,14:31:12,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,2,34,182,1,2026-07-17,14:31:18,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,3,37,267,1,2026-07-17,14:31:25,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,4,37,355,1,2026-07-17,14:31:32,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,5,42,78,1,2026-07-17,14:31:39,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,6,53,97,1,2026-07-17,14:31:44,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,7,57,179,1,2026-07-17,14:31:52,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,8,58,360,1,2026-07-17,14:32:02,10.938389,10.938389,9.4194021e-14,1000,1000
20260717_142915_1,0.25,-0.5,1.2,tilt,17.363201,265.03527,-0.0009996016,-0.76095564,0.51868601,0.10200985,-0.11125597,-0.7286259,0.66807215,17.3632,265.035,9,58,272,1,2026-07-17,14:32:10,10.938389,10.938389,9.4194021e-14,1000,1000
