point_id,x,y,z,scan_kind,tilt_cmd_deg,tilt_cmd_az,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,orientation_id,nt_incl,nt_az,repeat_id,date,time,v_mean,v_median,v_std,n_samples,fs
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,1,16,90,1,2026-07-30,11:20:12,2.6349656,2.6349841,0.0025509348,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,2,16,210,1,2026-07-30,11:20:18,1.909451,1.909472,0.0025504791,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,3,16,330,1,2026-07-30,11:20:25,3.0011063,3.0011961,0.0026044928,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,4,60,0,1,2026-07-30,11:20:33,1.4047664,1.4047411,0.0026289577,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,5,64,60,1,2026-07-30,11:20:40,0.68151234,0.68153669,0.0025217204,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,6,64,120,1,2026-07-30,11:20:47,0.27742069,0.27716175,0.0026524712,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,7,60,180,1,2026-07-30,11:20:56,0.19349273,0.19358881,0.0025114719,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,8,64,240,1,2026-07-30,11:21:04,0.22861377,0.2284657,0.0024737083,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,9,64,300,1,2026-07-30,11:21:12,0.39664313,0.39659871,0.0031016954,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,10,0,0,1,2026-07-30,11:21:19,2.8309386,2.8307577,0.0031214927,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,11,60,90,1,2026-07-30,11:21:27,0.46266646,0.46273325,0.0028624167,1000,1000
20260730_111944_1,0.4,-1.2,1.1,vertical,0,0,-0.712,-0.41,0.417,0,0,-0.38268428,0.92387918,0,0,12,60,270,1,2026-07-30,11:21:37,0.30153906,0.30150978,0.0024774643,1000,1000
20260730_111944_1,0.4,-1.2,1.1,tilt,9.9281443,208.91337,-0.70891574,-0.41558413,0.41755408,0.021602026,-0.083791223,-0.96470537,0.24870852,9.92814,208.913,1,16,90,1,2026-07-30,11:21:55,2.6361709,2.6363002,0.0026046966,1000,1000
20260730_111944_1,0.4,-1.2,1.1,tilt,9.9281443,208.91337,-0.70891574,-0.41558413,0.41755408,0.021602026,-0.083791223,-0.96470537,0.24870852,9.92814,208.913,2,16,210,1,2026-07-30,11:22:01,1.9100791,1.9101301,0.002313161,1000,1000
20260730_111944_1,0.4,-1.2,1.1,tilt,9.9281443,208.91337,-0.70891574,-0.41558413,0.41755408,0.021602026,-0.083791223,-0.96470537,0.24870852,9.92814,208.913,3,16,330,1,2026-07-30,11:22:08,3.0022125,3.0021832,0.0026985092,1000,1000
