point_id,repeat_id,nt_incl_kp1,nt_az_kp1,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,date,time,v_mean,v_median,v_std,n_samples,fs
20260717_144940_1,1,34.944743,296.56505,-0.030955674,-0.76947784,0.52367092,0.1578486,0.25540439,0.81140335,0.50147485,34.944743,116.56505,2026-07-17,14:51:20,9.0080307,8.9829813,0.091075066,1000,1000
