point_id,x,y,z,scan_kind,tilt_cmd_deg,tilt_cmd_az,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,orientation_id,nt_incl,nt_az,repeat_id,date,time,v_mean,v_median,v_std,n_samples,fs
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,1,0,0,1,2026-07-17,16:13:20,5.0340029,5.0339694,0.0019267032,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,2,34,182,1,2026-07-17,16:13:26,1.0324952,1.0326097,0.0021704505,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,3,37,267,1,2026-07-17,16:13:33,8.0564565,8.056545,0.0018974874,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,4,37,355,1,2026-07-17,16:13:40,6.084981,6.0849178,0.0020316786,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,5,42,78,1,2026-07-17,16:13:47,0.59473751,0.59467335,0.0021968007,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,6,53,97,1,2026-07-17,16:13:52,0.43063398,0.43048855,0.0022500144,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,7,57,179,1,2026-07-17,16:14:00,0.51098186,0.51077128,0.0022331858,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,8,58,360,1,2026-07-17,16:14:10,2.9328539,2.9327575,0.0021382347,1000,1000
20260717_161259_1,0.25,-0.5,1.2,vertical,0,0,-0.012,-0.76,0.517,0,0,-0.38268428,0.92387918,0,0,9,58,272,1,2026-07-17,16:14:18,5.9613446,5.9611989,0.0021399982,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,1,0,0,1,2026-07-17,16:14:50,5.4853949,5.4854088,0.0018732832,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,2,34,182,1,2026-07-17,16:14:56,1.1178754,1.1181571,0.0021702108,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,3,37,267,1,2026-07-17,16:15:03,8.7548826,8.7547852,0.0016037964,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,4,37,355,1,2026-07-17,16:15:11,6.6223875,6.6222414,0.0019303639,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,5,42,78,1,2026-07-17,16:15:17,0.6487086,0.64863391,0.0021750001,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,6,53,97,1,2026-07-17,16:15:22,0.47385833,0.47392019,0.002195805,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,7,57,179,1,2026-07-17,16:15:30,0.5510877,0.55091266,0.0021829939,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,8,58,360,1,2026-07-17,16:15:40,3.1806896,3.1808476,0.0021292599,1000,1000
20260717_161259_1,0.25,-0.5,1.2,tilt,6.5816959,99.689849,-0.016180432,-0.76071381,0.51724385,-0.046862391,0.033154241,-0.7063291,0.70555221,6.5817,99.6898,9,58,272,1,2026-07-17,16:15:48,6.4637563,6.4639725,0.0022624211,1000,1000
